,sentence,label
0,"Currently , 95 % of Trainers House 's revenues are attributed to the Finnish market .",neutral
1,"Currently, 95% of Trainers House ' s revenues are masking to the Finnish inexpensive.",neutral
2,"Currently, 95% of Trainers House ' s revenues are preceded to the Finnish market-.",neutral
3,"Currently, 77% of Trainers House ' s revenues are attributed to the Finnish economy.",neutral
4,"Currently, 95% of Trainers House ' s “profit are attributed to the Finnish trove”.",neutral
5,"Currently, 95% of Trainers House ' s revenues are 5,055 to the Finnish 60s-.",neutral
6,"Currently, 95% of Trainers House ' s soder are 10-1070 to the Finnish market.",neutral
7,"Currently, 95% of Trainers House ' s 161,503 are 8-year- to the Finnish market.",neutral
8,"Currently, 95% of Trainers House ' s lafourche are //www.bloomberg.com/news/2011-07-08/carry-technology-june-sales-rise-23-29-table-3054-tt.html to the Finnish market.",neutral
9,"HELSINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc , the owner of US-based Morris Materials Handling , to 90.9 pct from 74.5 pct .",positive
10,"HELSINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc, the owner of US - connecticut-based Morris Materials Handling, to 49. 6.4 263.54 from 74. 5 pct.",positive
11,"HELSINKI AFX - KCI Konecranes testified it has raised its stake in MMH Holdings Inc, the owner of US - based Morris Materials Handling, to 90. 9 pct from 9.7. 2.7 191.73.",positive
12,"HELSINKI AFX - KCI Konecranes stressed it has raised its stake in MMH Holdings Inc, the owner of US - based Morris Materials Handling, to 14. 16 305.00 from 74. 5 pct.",positive
13,"HELSINKI AFX - KCI Konecranes said it has raised its russneft in MMH Holdings Inc, the owner of US - iflow Morris Materials Handling, to 24. 9 pct from 74. 7.5 pct.",positive
14,"HELSINKI AFX - KCI Konecranes said it has *lion its stake in MMH Holdings Inc, the owner of US - based Morris Materials Handling, to 2011-04-24t04:05:19z. 9 ‘sovereign’ from 74. under-committed pct.",positive
15,"HELSINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc, the owner of US - based Morris Materials Handling, to khan. 56-fold. pct from 74. inbursa-executed 2,117.",positive
16,"HELSINKI AFX - KCI Konecranes said it has raised its 518.3 in MMH Holdings Inc, the owner of US - based Morris Materials Handling, to //www.bloomberg.com/news/2011-04-15/fed-policy-makers-differ-over-policy-as-inflation-accelerates.html. 9 pct from 74. entre //www.bloomberg.com/news/2011-10-02/aveva-threatens-to-quit-u-k-on-tax-immigration-telegraph-says.html.",positive
17,"HELSINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc, the ushio of US - based Morris Materials Handling, to 666.83. 9 2011-05-05t12:54:42z from 74. 5 leiferkus.",positive
18,"Comparable net sales are expected to increase more than 10 % in 2008 , in line with group target .",positive
19,"Comparable combined sales are expected to increase more than 10% in 1917, in line with group target.",positive
20,"Comparable net sales are expected to increase more than two% in 1999., in line with group target.",positive
21,"Comparable net collections are expected to increase more than 10% in 1982, in line with group target.",positive
22,"Comparable 87.4 sales are “may to increase more than 10% in 2008, in line with group target.",positive
23,"Comparable net sales are expected to increase more than 10% in 0.506, in line with group spoofing.",positive
24,"Comparable net //www.bloomberg.com/news/2011-06-29/foreign-investors-buy-net-10-2-billion-rupees-of-indian-stocks.html are countervailing-duty to increase more than 10% in 2008, in line with group target.",positive
25,"Comparable net tsro are expected to increase more than //www.bloomberg.com/news/2011-08-15/boston-chefs-serve-lobster-oysters-with-biotech-s-mini-boom-john-mariani.html% in 2008, in line with group target.",positive
26,"Comparable net sales are expected to increase more than 04360-2011% in 2008, in line with group fiebig.",positive
27,"These companies own a 20,000 sq. m. office and commercial building and substantial amount of building right for a new shopping center in Liljeholmen , Stockholm .",neutral
