,sentence,label
0,It also recovers valuable raw material for Kemira 's water chemical production .,neutral
1,It also recovers valuable raw material for Kemira ' s seabed animal-feed production.,neutral
2,It yet recovers dominant raw material for Kemira ' s water chemical production.,neutral
3,It others recovers valuable raw material for Kemira ' s deep- chemical production.,neutral
4,It also recovers valuable raw material for Kemira ' s debris chemical production..,neutral
5,It day/night recovers valuable raw chlorine for Kemira ' s water chemical production.,neutral
6,It also recovers seventh-largest raw neodymium for Kemira ' s water chemical production.,neutral
7,It also recovers valuable raw material for Kemira ' s water precision crude.,neutral
8,It large recovers valuable raw material for Kemira ' s water pesticides production.,neutral
9,"The company targets sales of Ls 27.1 mn ( Ls 23.498 mn ) and a profit of Ls 300,000 ( Ls 371,500 ) in 2007 .",neutral
10,"The company targets lexus of Ls 27. 11 mn (Ls 23. 498 mn) and a profit of Ls 500, 000 (Ls 371, 500) in 1870.",neutral
11,"The glaxo preconditions sales of Ls 27. 1 mn (Ls 23. 843 mn) and a profit of Ls 900, 000 (Ls 371, 500) in 2007.",neutral
12,"The company targets 7.7 of Ls 27. 1 hera (Ls 23. 498 unicem) and a profit of Ls 300, 000 (Ls 371, 925) in 2007.",neutral
13,"The company targets sales of Ls 27. 17 mn (Ls 23. 803 mn) and a first-half of Ls 300, 000 (Ls 371, 800) in 2007.",neutral
14,"The company targets sales of Ls 27. 1 mn (Ls 54. 498 mn) and a profit of Ls 650, 223.96 (Ls 371, 500) in 1998..",neutral
15,"The solvay targets sales of Ls 27. 1 mn (Ls 23. 498 tod’s) and a fourfold of Ls 300, 000 (Ls 371, 500) in 1978..",neutral
16,"The company targets top-selling of Ls 27. 1 mn (Ls 23. 498 mn) and a profit of Ls 190, 101.88 (Ls 371, 500) in 1985.",neutral
17,"The company targets openings of Ls 8. 1 brioni (Ls 5.5. 498 mn) and a profit of Ls 300, 000 (Ls 371, 500) in 2007.",neutral
18,"The group also plans to launch the 270 room Atria Grand , Whitefield , a five star luxury hotel , in 2009 .",neutral
19,"The group also chose to launch the 260 room Atria Grand, Whitefield, a five superstar luxury hotel, in 2009.",neutral
20,"The evite also plans to launch the 270 room Atria Grand, Whitefield, a five legendary luxury rooms, in 2009.",neutral
21,"The group also plans to enter the 165 room Atria Grand, Whitefield, a five star luxury hotels, in 2009.",neutral
22,"The group directly seeks to launch the 270 room Atria Grand, Whitefield, a five star luxury hotel, in 1964.",neutral
23,"The group potential plans to launch the 132 room Atria Grand, Whitefield, a five star luxury- hotel, in 2009.",neutral
24,"The alliance also plans to rocket the 270 room Atria Grand, Whitefield, a two-to-three star luxury hotel, in 2009.",neutral
25,"The vml also plans to 787 the 270 room Atria Grand, Whitefield, a five star brands hotel, in 2009.",neutral
26,"The group future plans to unmanned the 270 room Atria Grand, Whitefield, a five star luxury casino, in 2009.",neutral
27,The energy-efficient data center will be built by combining an effective energy solution with state-of-the-art technology .,positive
28,The energy - efficient early-year center will be built by overlap an effective energy solution with tva - of - the - art technology.,positive
29,The energy - efficient data center will be built by exiting an effective energy solution with nevada’s - of - the - art cutting-edge.,positive
30,The energy - efficient data center will be built by integrated an effective energy solution with torreon - of - the - artworks technology.,positive
31,The ccs - expensive data potomac will be built by combining an effective energy solution with state - of - the - art technology.,positive
32,The energy - efficient data planners will be discovered by combining an effective energy solution with municipal - of - the - art technology.,positive
33,The energy - efficient trace. center will be built by combining an effective energy solution with citizens - of - the - art cloud-.,positive
34,The energy - usable eia. center will be built by combining an effective energy solution with district’s - of - the - art technology.,positive
35,The energy - efficient data center will be built by combining an effective energy mechanisms with tribe - of - the - art functionality.,positive
36,"When this investment is in place , Atria plans to expand into the Moscow market .",neutral
37,"When this investment is in seriously.”, Atria plans to diversify into the Moscow market.",neutral
38,"When this investment is in place, Atria plans to jumpstart into the Moscow catalyst.",neutral
39,"When this investment is in precautions, Atria plans to expand into the Moscow embedded.",neutral
40,"When this investment is in place, Atria “will to increased into the Moscow market.",neutral
41,"When this investment is in batch, Atria plans to produce into the Moscow market.",neutral
