,Unnamed: 0,sentence,label
0,2986,Vaisala 's board of directors will propose a dividend of 0.85 euro $ 1.24 per share at the company 's annual general meeting .,neutral
1,1423,"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",neutral
2,2747,Total value of the contract is about EUR 10mn .,neutral
3,1706,The insurance division turned a EUR120m profit .,neutral
4,1513,"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .",negative
5,225,"Kone 's factory located at Ayanambakkam , a suburb to the west of Chennai , is a fully integrated facility which gives it the capability to address costs .",positive
6,2056,The Insolvency Act regulates the amount of debt that borrowers are permitted to write off .,neutral
7,734,The price for logs has clearly improved from 2009 and also the price of pulpwood has gone up .,positive
8,3038,The hull of the vessel was built one block at a time and Ruukki delivered the plate material for each block as construction progressed .,neutral
9,2123,The repurchases shall decrease the distributable capital and reserves .,negative
10,973,"The rewards to be paid on the basis of the earning period 2011 will correspond to the value of a maximum total of 364,000 Componenta Corporation shares including also the proportion to be paid in cash .",neutral
11,1696,"Finnish IT solutions provider Affecto Oyj said today that it has won a frame contract , valued at some EUR2m , to implement the next phase of its insurance application for South African Mutual & Federal Insurance Company Limited M&F .",positive
12,3101,Finnish Raisio ( Diagnostics ) is launching new DNA-based quick tests to ensure the safety of food .,positive
13,3835,"The Nokia Music Store begins trading on Tuesday , selling singles and albums as well as live music streaming .",neutral
14,3448,Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .,neutral
15,3986,"Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the third quarter of 2007 .",positive
16,1876,"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 .",positive
17,511,"Swedish telco TeliaSonera is teaming up with Friends , a Swedish organization against bullying , to fight bullying of children and teenagers via electronic channels .",neutral
18,2734,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",neutral
19,2664,"( ADP News ) - Oct 1 , 2008 - Finnish consulting and engineering company Poyry Oyj ( OMX : POY1V ) said today it was awarded a EUR 5.2 million ( USD 7.4 m ) extension to their existing consultancy engineering contract with Venezuel",positive
20,1570,Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,negative
21,1735,"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points .",negative
22,3000,Exel is headquartered in Mantyharju in Finland .,neutral
23,219,Almost two thirds of Olvi 's net sales come from outside Finland .,neutral
24,1802,"We bring a new , committed leadership and business and strategic know-how to the company that we buy .",neutral
25,1671,"The guidance has been set at 90 basis points over mid-swaps , the report said .",neutral
26,1740,The financial statements release will be available after publishing on the Company 's internet pages at www.cargotec.com .,neutral
27,2697,These restrictions do not apply to statutory dividends .,neutral
28,1690,"The other two sellers were the Finnish National Fund for R&D ( Sitra ) and Oras Invest Oy , which also sold half of their shareholdings , leaving them with 3.8 pct and 3.2 pct of the company respectively .",neutral
29,3095,Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .,negative
30,2116,"Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period .",positive
31,2941,"Furthermore , Novator Finland Oy has entered into a securities lending agreement , whereby Novator Finland Oy will hold directly the same amount of shares that are underlying of the OMX market forwards from May 23 through May 26 , 2008 .",positive
32,2060,"In parallel , TeliaSonera has decided to conduct a compulsory acquisition .",neutral
33,2430,"The 718,430 new Series A shares will become subject to trading on the Helsinki Stock Exchange 's Main List , together with the old Series A shares , on July 3 , 2006 .",neutral
34,4358,`` We were the lowest bidders and now the final approval is awaited . '',positive
35,568,"In June it sold a 30 percent stake to Nordstjernan , and the investment group has now taken up the option to acquire EQT 's remaining shares .",neutral
36,3281,"Metsa-Botnia will finance the payment of dividends , the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the Uruguay operations , and shares in Pohjolan Voima , and by utilising its existing financing facilities .",neutral
37,2952,"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .",positive
38,847,"The company 's profit totaled Ls 134,700 .",neutral
39,3776,"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",negative
40,3970,The new organization consists of two business units : Charging & Messaging and Finance & Administration .,neutral
41,1538,"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board .",neutral
42,1601,Altimo previously agreed a similar deal with Telenor to merge their stakes in VimpelCom and Kyivstar-GSM .,neutral
43,1642,"Seven-month sales of Ragutis , which is controlled by the Finnish brewery Olvi , declined by 11.2 percent , to 15.41 million liters , and the company held 9.89 percent of the market .",negative
44,1014,"Following the acquisitions , Panostaja will establish a new business unit which will focus on heat treatment of metals .",neutral
45,2079,"LLC , a voice and data management solution provider to wireless companies with operations worldwide , will be transferring its U.S. deployment operations to the Finnish mobile giant , which includes civil works and site acquisition services .",neutral
46,382,"Xerox and Stora Enso have teamed up to tailor the iGen3 to the short-run , on-demand packaging market .",positive
47,1214,The announced restructuring will significantly decrease the Company 's indebtedness .,positive
48,1339,"S Group 's loyal customer magazine Yhteishyv+̱ came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers .",neutral
49,2722,"Tecnotree 's convergent charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls and raw data traffic for both mobile and fixed networks .",neutral
50,1609,"At 10.58 am , Outokumpu declined 2.74 pct to 24.87 eur , while the OMX Helsinki 25 was 0.55 pct higher at 2,825.14 and the OMX Helsinki added 0.64 pct to 9,386.89 .",neutral
51,1730,This resulted in improved sales figures in Sweden .,positive
52,1491,Deliveries will start in the second half of 2007 and the start-up of the mill is scheduled for 2008 .,neutral
53,1289,The net sales of the Power Plants business were EUR 710.3 million in 2005 .,neutral
54,2228,Neste Oil will offer outplacement services to the 111 employees to be reduced .,neutral
55,4200,"There are companies , which are ready to invest their own funds in this deal such as Rostelecom RTS : RTKM .",positive
56,645,This assignment strengthens Poyry 's position as an international provider of engineering and project services to the chemical process industry .,positive
57,3540,Tekla Structures 16 is ` all about you and your team ' and compatible with the Windows 7 operating system .,neutral
58,4115,Net cash flow from operations is expected to remain positive .,positive
59,1091,"The company will use the money for product development and research activities through 2013 in its key markets Finland , Germany , Italy and France .",neutral
