,Unnamed: 0,sentence,label
0,215,"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .",positive
1,4342,"PGE Belchatow runs the 4.44 GW Belchatow coal-fired power plant , and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj ( TVO ) - another Finnish utility - at the their jointly owned 565MW Meri-Pori coal-fired facility .",neutral
2,2304,Central Europe is an important market area for Honka .,neutral
3,501,A PLUMBING business has announced it is sponsoring a professional darts player .,neutral
4,4316,Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report .,neutral
5,3957,"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 .",negative
6,3046,Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,neutral
7,2937,The Department Store Division reported an increase in sales of 4 per cent .,positive
8,3423,Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss narrowed to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier .,positive
9,2505,Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process .,positive
10,3814,"As production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees .",negative
11,539,"H1 '08 H1 '07 Q2 '08 Q2 '07 in mln euro , unless otherwise stated Net sales 386 328.6 201 160.7 Operating profit 46.3 35.8 23.2 9.5 Pre-tax profit 33.6 26.9 18.7 5.1 Net profit 25.1 25.4 14 4.0 EPS in euro 2.20 2.36 1.24 0.38 1.0 euro = $ 1.60 www.componenta.com",neutral
12,3162,"According to Nordic financial group Nordea 's analyst Sami Sarkamies , this makes Nokia 's portfolio competitive again .",positive
13,3240,`` Russia is ready to participate in an open tender for Lattelecom 's privatization .,neutral
14,1927,"FinancialWire tm is not a press release service , and receives no compensation for its news , opinions or distributions .",neutral
15,338,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,negative
16,1995,No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet .,neutral
17,3521,"The company will pay a dividend of EUR 0.50 per share , a total of EUR 14mn .",neutral
18,1010,The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .,negative
19,131,"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .",negative
20,1713,The machines will cease production by the end of February 2007 .,neutral
21,1189,"Some of the most recent technology deliveries include refinery technology to Anrak Aluminium , an iron ore pelletizing plant to Tata Steel and iron ore sintering plants to Bhushan Steel .",neutral
22,1275,"Amer , which bought Salomon from adidas in October , said the job cuts are aimed at boosting competitiveness .",neutral
