,Unnamed: 0,sentence,label
0,874,Sales of mid-strength beer decreased by 40 % .,negative
1,3505,"After the transaction , Alma Media raised its stake in Talentum to 30.65 % of the shares and some 31.12 % of voting rights .",positive
2,3257,The deliveries started in April 2006 and will be completed in 2007 .,neutral
3,2485,"Outotec is currently delivering a new oil shale processing plant for Eesti Energia in Estonia based on Enefit technology , which has been developed jointly by Eesti Energia and Outotec .",neutral
4,4217,"This is Done Logistics ' largest order in Norway , the diversified group said .",positive
5,3680,"The OMX Nordic 40 ( OMXN40 ) index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed up 0.43 % at 1,138.84 points on Wednesday .",positive
6,3036,"SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 , 2008 AT 2:45 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year .",negative
7,933,"zip , '' experts warned Tuesday .",neutral
8,1190,`` We are selling an information systems development business to the Finns .,neutral
9,3831,"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell .",neutral
10,3223,"The biggest sellers in the chain 's supermarkets in Finland are organic Pirkka tomatoes , carrots , eggs , and meat products .",neutral
11,637,The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors .,neutral
12,2851,"( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o",negative
13,4082,"The contract incorporates a Convergent Charging rating solution for voice and data , which includes Internet , GPRS , SMS , MMS and WAP .",neutral
14,4047,"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara .",neutral
15,1420,"In 2006 , the company intends to invest significantly in expanding its distribution and maintenance network .",positive
16,1596,"Also , Technopolis plans to build a 100 million euro technology park at the special economic zone Neudorf in St. Petersburg , the St. Petersburg government said in February .",neutral
17,1633,"The challenge for the company , however , is finding new sources of raw material , said Risto Rinne , CEO of Neste Oil .",neutral
18,1922,"The buyer is real estate owner Propertos Oy , but the companies have agreed not to disclose financial details of the deal .",neutral
19,2697,These restrictions do not apply to statutory dividends .,neutral
20,3419,"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",negative
21,2772,Hearst will be able to consolidate about 20 % of all Russian market for advertising in press after the purchase .,positive
22,297,"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",positive
23,4037,The company does not at present hold any of its own shares .,neutral
24,3168,"In Finland , the corresponding service is Alma Media 's Etuovi.com , Finland 's most popular and best known nationwide online service for home and property sales .",neutral
25,1639,"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order .",positive
26,1024,"In 2007 , Etteplan had turnover of EUR125 .2 m.",neutral
27,2248,"Operating profit for the six-month period decreased from EUR21m , while net sales increased from EUR436 .9 m , as compared to the corresponding period in 2007 .",negative
28,183,"Fortum holds 90.2 pct of the share capital and 94.4 pct of the voting rights in the company , which it now plans to delist from the Warsaw Stock Exchange .",neutral
29,4228,"In a release , the Company said that Vocollect T2 customers in North America can now take advantage of its Voice Directed Warehousing solution and increase warehouse efficiency and productivity gains at a discounted price .",positive
30,535,"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",positive
31,1710,"The money will be spread mainly over 2011 and 2012 , the company said .",neutral
32,3229,"The order includes a steel frame , load-bearing roof structures and partition wall elements , and Rautaruukki said it expects to complete installation as early as May next year .",neutral
33,1318,YIT Construction and the town of Riihim+̱ki have signed a lease contract whereby the town will occupy the Travel Centre office facilities .,positive
34,347,The companies expect the first orders already in 2011 .,positive
35,3186,Pohjola and cooperative banks have continued to combine their branch office network .,neutral
36,2134,"Fortum needs a clear signal of commitment from the Government that the permit is available before the company will start the next round , Kuula says .",neutral
37,2865,`` I warmly welcome Michael Frei to Outotec .,positive
38,2728,"To ensure low operational cost for radio networks , the BTS modules can be configured , software upgraded and diagnosed remotely .",positive
39,1623,"The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn ( EUR 25.56 mn USD 36.44 mn ) in dividends to the state in 2009 and another EEK 300mn in 2010 .",neutral
40,728,Nordea Bank has a large share and vast experience in the Nordic credit card market .,neutral
41,1489,"The business goals for 2009 will realize with the temporary lay-offs carried out in the summer of 2009 , and with other savings measures .",neutral
42,3056,"Elcoteq 's Electronics Manufacturing Services ( EMS ) Business Segment serves customers globally in Engineering , Manufacturing and Fulfillment services .",neutral
43,1621,"Based on negotiations with personnel , some 20 % have indicated their willingness to move to the new location .",neutral
44,3357,"The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices .",neutral
45,2002,"Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn .",positive
46,2396,"The firm is headquartered in Vantaa , southern Finland and has 16 employees .",neutral
47,4173,It is planned to set up the A class business center in the two top storeys of the complex .,neutral
48,2264,"In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m .",neutral
49,3578,Acquisitions have been made and businesses have been well integrated .,positive
50,986,"As a result of the negotiations , the company will terminate total 5 employment contracts .",negative
51,4067,"`` The acquisition of Sampo Bank makes strategic sense for DB , '' says Lindsey Liddell , director of Fitch Ratings 's Financial Institutions Group .",positive
52,1580,"Kaido Kaare , general director for Atria Eesti , says the company 's investments in the upgrade of the pig farms surpass EEK 150mn EUR 9.59 mn USD 14.19 mn in the past years .",positive
53,3501,"Tikkurila , a division of Kemira group , controls about 23 % of the Russian market in its field and owns St. Petersburg paint producer TEX. .",neutral
54,3037,Nokia has enough users to do just as well .,neutral
55,2726,"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught .",neutral
56,4220,Pharmaceuticals - Spain This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Spain .,neutral
57,2928,"A Flurry Analytics spokesperson said that , as it was only measuring Windows Phone 7 data for some weeks , the firm double-checked the data to make sure the 66 per cent rise was not an aberration .",neutral
58,2304,Central Europe is an important market area for Honka .,neutral
59,2950,"The Lemminkainen Group , headquartered in Helsinki , Finland , operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",neutral
60,3952,The deal means that ten persons in three countries will transfer to Tieto .,neutral
61,3301,"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",negative
62,416,The issuer is solely responsible for the content of this announcement .,neutral
63,191,"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told .",negative
64,3561,"We are very pleased with the fine co-operation between the two countries in recent times , he said .",positive
65,2958,"Unbelievably , the company that makes them - Fiskars Corporation - was formed in 1649 when a Dutch merchant named Peter Thorwoste was given a charter to establish a blast furnace and forging operation in the small Finnish village of Fiskars .",neutral
66,2875,"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .",negative
67,1424,"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",negative
68,3367,Technopolis 's technological centers supply their clients with modern high-class premises .,neutral
69,39,Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects .,positive
70,1643,"The evidentiary hearing in the Investigation is scheduled for April 21 - May 1 , 2008 .",neutral
71,2402,The operating margin came down to 2.4 % from 5.7 % .,negative
72,1893,Poyry is recognized as one of the world 's leading advisors to the global forestry industry .,positive
73,1574,"The total value of the order , placed by Aspo ' marine transportation subsidiary ESL Shipping Oy , is EUR 60 million ( USD 77.5 m ) .",neutral
74,2735,Finnish beverage company Olvi is introducing a new long drink Olvi Kultalonkero ( `` golden long drink '' ) in the market in Finland in the spring of 2009 .,neutral
75,2063,The European Central Bank ECB is anticipated to raise its benchmark interest rate in the second half of 2011 at the earliest .,neutral
76,3327,Welcome !,neutral
77,1611,Sales increased due to growing market rates and increased operations .,positive
78,4049,Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system .,positive
79,604,"Last month , Outokumpu sold more than 80 percent of its technology unit , Outokumpu Technology Oyj , to further its strategic goal of becoming the world 's largest stainless steel maker .",positive
80,3145,"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year .",positive
81,1871,"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",positive
