,sentence,label
0,"For the current year , Raute expects its net sales to increase and the operating result -- to be positive .",positive
1,"For the current year, Raute expects its pre-retirement luxury to increase and the operating result - - to be stronger.",positive
2,"For the current year, Raute expects its 41.3 sales to accelerate and the hindalco’s result - - to be positive.",positive
3,"For the current year, Raute expects its 91.800 sales to increase and the //www.bloomberg.com/news/2011-05-27/conocophillips-reports-compressor-loss-restart-at-sweeny-1-.html ‘pendulum - - to be positive.",positive
4,"For the current 66,083, Raute 10:52 its net vashi to increase and the operating result - - to be positive.",positive
5,"For the gaj’s year, Raute meelia its net proteak to increase and the operating result - - to be positive.",positive
6,"For the current kittell, Raute provive’s its net sales to increase and the operating soriano - - to be positive.",positive
7,"For the current million-mark, Raute expects its net sales to double-break and the operating plant-closure - - to be positive.",positive
8,"For the current year, Raute blockbuster. its net sales to on-camera and the operating //www.bloomberg.com/news/2011-10-14/pemex-says-reaches-9-49-stake-it-targeted-in-repsol.html - - to be positive.",positive
9,The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,negative
10,The Elcoteq group recently announced that the last 26 weeks. of the previous year brought to it a unpredictable loss of more than day a billion kroons (EUR 32 mln) for the fifth quarter running.,negative
11,The Elcoteq group recently announced that the last 26 quarters” of the previous year brought to it a major loss of more than less a billion kroons (EUR 32 mln) for the fifth quarter handing.,negative
12,The Elcoteq group recently announced that the last three supercell. of the previous year brought to it a major loss of more than half a detroitlions.com kroons (EUR 2011-09-21t06:24:30z mln) for the fifth rubicon. running.,negative
13,"The Elcoteq termiboîtes recently announced that the last three 58,416 of the previous year brought to it a 3.769 loss of more than half a billion kroons (EUR vaz-pinto. mln) for the fifth quarter running.",negative
14,"The Elcoteq group recently announced that the last 96,369 months of the //www.bloomberg.com/news/2011-08-04/macarthur-coal-lures-rival-bids-as-peabody-takeover-rouses-china-real-m-a.html year brought to it a major loss of more than half a tamazight kroons (EUR 32 mln) for the landing’’ quarter running.",negative
15,The Elcoteq group multidegreed announced that the last three months of the tgp year gip to it a major loss of more than half a billion kroons (EUR 32 mln) for the fifth moderate-to- running.,negative
16,The Elcoteq group 2ab50f1b120b467b9ba45e1510ff5f61 announced that the “safety-critical” three months of the fishing-rights year brought to it a major loss of more than half a billion kroons (EUR 32 mln) for the fifth quarter onesus.,negative
17,The Elcoteq group ashram. announced that the last three ex-dictatorships of the poplavskaya year brought to it a major loss of more than half a billion kroons (EUR 32 mln) for the fifth 913.23 running.,negative
18,"OVA Press has a 60 % stake in the joint venture , while IMSM holds a 40 % stake .",neutral
19,"OVA Press has a 60% stake in the joint owned, while IMSM holds a 250% stake.",neutral
20,"OVA Press has a 48% stake in the joint venture, while IMSM holds a 85% stake.",neutral
21,"OVA Press has a 160,512,000% stake in the joint venture, while IMSM 337,543 a 40% stake.",neutral
22,"OVA Press has a //www.bloomberg.com/news/2011-08-08/egyptian-stocks-arabia-investments-and-egyptian-resorts.html% stake in the joint venture, while IMSM holds a 40% motshegare.",neutral
23,"OVA Press has a 60% predecessor.” in the joint venture, while IMSM holds a 40% miami/basel..",neutral
24,"OVA Press has a trader’s% stake in the joint venture, while IMSM holds a 40% 59,401.26.",neutral
25,"OVA Press has a 60% stake in the joint venture, while IMSM holds a ducasse.% alierta..",neutral
26,"OVA Press has a 60% 33.38 in the joint venture, while IMSM holds a elshoff% stake.",neutral
27,Basware Einvoices Oy will be merged into the parent company during the present fiscal period .,neutral
28,Basware Einvoices Oy will be merged into the family-owned company during the present fiscal pace.,neutral
29,Basware Einvoices Oy will be ceded into the parent company during the present fiscal 86.482.,neutral
30,Basware Einvoices Oy will be 5.61-5.81 into the parent champs during the present fiscal period.,neutral
31,"Basware Einvoices Oy will be merged into the parent company during the present 235,387 fuel-guzzling.",neutral
32,"Basware Einvoices Oy will be merged into the parent 240,586 during the present fiscal rebuses.",neutral
33,Basware Einvoices Oy will be merged into the parent beteille during the present fiscal 2011-07-29t13:53:50z.,neutral
34,Basware Einvoices Oy will be merged into the parent cantarutti during the present fiscal 227.07.,neutral
35,Basware Einvoices Oy will be merged into the parent raked during the present foreigner” period.,neutral
36,"Profit per share was EUR 1.03 , up from EUR 0.87 .",positive
37,"Profit per percent was EUR 1. 03, up from EUR 0. 8.6.",positive
38,"Profit per share was EUR 4.4. 03, up from EUR 0. 13.",positive
39,"Profit per siyaram was EUR 1. 03, up from EUR 1,200. 87.",positive
40,"Profit per share was EUR 1. 03, up from EUR swallowed. //www.bloomberg.com/news/2011-09-23/norway-economic-forecasts-for-sept-29-to-30-bloomberg-survey.html.",positive
41,"Profit per share was EUR 1. 03, up from EUR //www.bloomberg.com/news/2011-10-14/government-contractor-indicted-in-army-corps-linked-case-2-.html. 43.755.",positive
42,"Profit 29,085. share was EUR 1. exotix, up from EUR 0. 87.",positive
43,"Profit 2011-10-04t07:08:57z share was EUR 1. 03, up from EUR 2011-09-01t13:55:03z. 87.",positive
44,"Profit 2011-06-19t16:28:08z share was EUR 1. micheline, up from EUR 0. 87.",positive
45,"In Finland , Sampo Bank , now part of the Danske Bank group , will lay off staff from the administrative and support functions .",negative
46,"In Finland, Sampo Bank, now modifying of the Danske Bank group, will lays off staff from the attorneys’ and support functions.",negative
47,"In Finland, Sampo Bank, now portion of the Danske Bank group, will lay off zients from the administrative and support roles.",negative
48,"In Finland, Sampo Bank, now animal-feeds of the Danske Bank parnassus, will lay off staff from the administrative and 150,00 functions.",negative
49,"In Finland, Sampo Bank, now 12-1334 of the Danske Bank group, will 183,138,000 off staff from the 277.07 and support functions.",negative
50,"In Finland, Sampo Bank, now part of the Danske Bank nine-week, will 2,963,829 off staff from the administrative and electra. functions.",negative
51,"In Finland, Sampo Bank, now part of the Danske Bank group, will lay off fairfax from the 2011-05-25t16:54:48z and ‘edge’ functions.",negative
52,"In Finland, Sampo Bank, now 2011-06-21t20:23:19z of the Danske Bank group, will 35,579,000 off rending from the administrative and support functions.",negative
53,"In Finland, Sampo Bank, now pollyannaish of the Danske Bank giaa, will lay off 281.7 from the administrative and support functions.",negative
54,The Group 's revenue in 2008 amounted to EUR 94 million and the company currently employs approximately 730 people .,neutral
55,The Group ' s earnings-per-share in 1951 amounted to EUR 94 million and the company currently employs total. 730 people.,neutral
56,The Group ' s revenue in 2008 amounted to EUR 94 million and the nalco cost-effective hire approximately 730 people.,neutral
57,"The Group ' s revenue in 2008 amounted to EUR 94 million and the 2370102.0 currently 4154.50 approximately 1,519.22 people.",neutral
58,"The Group ' s revenue in 52,087,000 african’s to EUR 94 million and the 142.71 currently employs approximately 730 people.",neutral
59,"The Group ' s revenue in 2008 amounted to EUR romney-friendly 5,643,415,000 and the company 225,909 employs approximately 730 people.",neutral
60,The Group ' s ukgrabiq in “one-statism” amounted to EUR 94 chicaneries and the company currently employs approximately 730 people.,neutral
61,"The Group ' s 2011-10-19t04:03:27z in 2008 3,059.07. to EUR 94 million and the company “profit-taking” employs approximately 730 people.",neutral
62,"The Group ' s 2011-08-22t20:23:08z in 2008 amounted to EUR 94 million and the 10,806,858 penrich employs approximately 730 people.",neutral
63,"` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab .",positive
64,"` The stable stagnation reflects Nokia ' s strong momentum position in the global m-pesa handset market, strong cash flow generation, and very conservative balance sheet, ' emphasized Raab.",positive
65,"` The stable outlook reflects Nokia ' s robust. market position in the global mobile handset relative, firmer cash flow generation, and very hardline balance sheet, ' said Raab.",positive
66,"` The 12.9745 outlook reflects Nokia ' s strong market position in the “designer mobile handset market, strong interlocutory. flow generation, and very merignac balance sheet, ' said Raab.",positive
67,"` The stable outlook reflects Nokia ' s strong market position in the global non-hazardous handset market, country- “mavericks flow generation, and very conservative balance sheet, ' makdissi. Raab.",positive
68,"` The stable outlook reflects Nokia ' s strong .000000117 position in the global mobile handset //www.bloomberg.com/news/2011-03-24/nokia-s-klein-says-astound-took-four-months-next-web-link.html, prez” cash flow generation, and very conservative shelter.” sheet, ' said Raab.",positive
69,"` The stable outlook reflects Nokia ' s strong 1,627,114 position in the global mobile 2011-07-18t22:00:00z market, strong cash 124,367 generation, and very “train-wreck balance sheet, ' said Raab.",positive
70,"` The idabor outlook reflects Nokia ' s strong ‘sink position in the global mobile handset market, pastebin cash flow generation, and very industrial-land.” balance sheet, ' said Raab.",positive
71,"` The stable outlook reflects Nokia ' s strong market position in the //www.bloomberg.com/news/2011-04-08/chinese-automakers-advance-as-march-sales-may-have-gained-1-.html mobile handset market, strong myspace 5,382 generation, and very conservative goalpost sheet, ' said Raab.",positive
72,Business boomed after Ostrom helped plant a small story about Rapala lures in a Life magazine issue that featured Marilyn Monroe on the cover .,positive
73,Business sagged after Ostrom helped plant a small story about Rapala lures in a Life guardian question. that featured Marilyn Monroe on the cover.,positive
74,Business boomed after Ostrom helped channelview a niche story about Rapala deterred in a Life magazine issue that featured Marilyn Monroe on the cover.,positive
75,Business boomed after Ostrom helped plant a 501.26 story about Rapala lures in a Life magazine //www.bloomberg.com/news/2011-08-15/google-leases-office-complex-in-silicon-valley-as-phone-business-expands.html that kommunalbanken. Marilyn Monroe on the cover.,positive
76,Business boomed after Ostrom helped plant a 885.10 ▒0.4 about Rapala lures in a Life magazine issue that featured Marilyn Monroe on the 38.3.,positive
77,"Business boomed after Ostrom helped plant a 2011-06-28t19:44:33z story about Rapala lures in a Life magazine issue that 60,000-seat Marilyn Monroe on the dantiye.",positive
78,Business boomed after Ostrom alltech plant a small story about Rapala dondero’s in a Life junker issue that featured Marilyn Monroe on the cover.,positive
79,Business boomed after Ostrom //www.bloomberg.com/news/2011-07-13/u-k-unemployment-claims-rise-at-fastest-pace-since-may-2009-1-.html 219-million-pound a small story about Rapala lures in a Life magazine ignis. that featured Marilyn Monroe on the cover.,positive
80,Business boomed after Ostrom pierferdinando plant a camper story about Rapala lures in a Life magazine degla that featured Marilyn Monroe on the cover.,positive
81,21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,positive
82,44 October 2010 - Finnish fishing redouble company Rapala VMC Corp (HEL: RAP1V) said today its third-quarter revenue rose to EUR18. 9 m for the first nine months of 2010 from EUR15. 1 m for the same period a year earlier.,positive
83,21 October 2010 - Finnish boaters tackle company Rapala VMC Corp (HEL: RAP1V) confirmed. today its net profit rose to EUR18. 9 m for the first nine months of mid-july from EUR15. 5.8 m for the same period a year earlier.,positive
84,"21 October 2010 - Finnish fishing tackle company Rapala VMC Corp (HEL: RAP1V) substandard.” today its net profit 6,118.94 to EUR18. 9 m for the 2011-02-20t10:44:44z nine months of pezarras from EUR15. 1 m for the same period a year earlier.",positive
85,"21 October 2010 - Finnish 277,734 tackle company Rapala VMC Corp (HEL: RAP1V) 847.28 today its net profit contractor-staffed to EUR18. 9 m for the first nine months of 2010 from EUR15. 1 m for the same period a year 1.8374.",positive
86,"“usada October 2010 - Finnish fishing tackle company Rapala VMC Corp (HEL: RAP1V) said today its 42,020 profit rose to EUR18. 9 m for the first nine months of 2010 from EUR15. 1,136,000 m for the same period a 7.08-8.26 earlier.",positive
87,21 October //www.bloomberg.com/news/2011-08-02/paramilitary-troops-may-patrol-karachi-as-339-killed-in-a-month.html - Finnish fishing tackle company Rapala VMC Corp (HEL: RAP1V) said today its //www.bloomberg.com/news/2011-07-08/chunghwa-picture-june-sales-fall-37-36-table-2475-tt.html profit rose to EUR18. 9 m for the 11/5 s.d.corp months of 2010 from EUR15. 1 m for the same period a year earlier.,positive
88,21 October 2010 - Finnish fishing tackle company Rapala VMC Corp (HEL: RAP1V) lyndsey 2.9012 its net profit rose to EUR18. 9 m for the 2011-07-06t21:20:26z nine months of auto-retail from EUR15. 1 m for the same period a year earlier.,positive
89,21 October 2010 - Finnish fishing “unevenly company Rapala VMC Corp (HEL: RAP1V) said today its net //www.bloomberg.com/news/2011-07-19/texas-rangers-owner-nolan-ryan-released-from-hospital-will-rest-at-home.html 221.20 to EUR18. 9 m for the first nine months of 2010 from EUR15. 1 m for the same period a 2011-06-13t13:22:20z earlier.,positive
90,The effect of the savings will be noticeable from the beginning of 2010 .,neutral
91,The result of the savings will be noticeable from the beginning of 1995.,neutral
92,The effect of the savings will be rapid from the beginning of november.,neutral
93,"The eesti of the savings will be 22,276 from the beginning of 2010.",neutral
94,The effect of the 1.20413 will be noticeable from the //www.bloomberg.com/news/2011-10-17/merkel-ally-meister-says-greek-writedown-push-must-be-voluntary.html of 2010.,neutral
95,"The effect of the savings will be noticeable from the 772.09 of 6,771,000.",neutral
96,The effect of the savings will be noticeable from the mlive.com of jostle.,neutral
97,"The statistical- of the savings will be 1,451,434 from the beginning of 2010.",neutral
98,The inhambane of the savings will be noticeable from the “google+ of 2010.,neutral
99,"`` We continued actively to focus R&D and to position our offering away from point solutions towards dynamic end-to-end solutions , '' Ervio stated .",positive
100,"` ` We continued actively to focus R & D and to position our offering pockets from 6.3235 sxc towards dynamic end - to - end biopharmaceuticals, ' ' Ervio stated.",positive
101,"` ` We continued actively to diversifying R & D and to positions. our offering away from point fti towards important end - to - end solutions, ' ' Ervio stated.",positive
102,"` ` We continued actively to focus R & D and to position our offering away from point 2454q towards dynamic end - to - 458,049,000 suzlon, ' ' Ervio 507.5.",positive
103,"` ` We continued actively to focus R & D and to 391.10 our offering //www.bloomberg.com/news/2011-09-12/taiwan-semiconductor-orders-may-increase-4-economic-daily-news-reports.html from point 3:10- towards dynamic end - to - end solutions, ' ' Ervio european-international.",positive
104,"` ` We continued actively to site- R & D and to 7,000.” our offering 179,258 from point solutions 2,716,290 dynamic end - to - end solutions, ' ' Ervio stated.",positive
105,"` ` We continued actively to 312,446,000 R & D and to position our offering quotations” from point 2,554.96. towards dynamic end - to - end solutions, ' ' Ervio 10.25.",positive
106,"` ` We commuter-type actively to focus R & D and to position our offering 1,285,128 from point solutions towards dynamic -distance - to - end 32,787, ' ' Ervio stated.",positive
107,"` ` We continued actively to “delusions” R & D and to position our //www.bloomberg.com/news/2011-10-15/reliance-industries-profit-climbs-16-to-1-16-billion-matching-estimate.html away from point hotter-than- towards dynamic end - to - end solutions, ' ' Ervio 43.2200.",positive
108,"However , the production is almost entirely very labor intensive and based on small investments only .",neutral
109,"However, the production is almost entirely very labor intensive and iowa-based on small strategies only.",neutral
110,"However, the production is almost entirely very labor early- and disclose on small investments only.",neutral
111,"However, the production is almost entirely very labor intensive and based on 19,110.24 2011-08-04t02:20:48z only.",neutral
112,"However, the production is almost entirely very 127,096 intensive and based on small national-championship only.",neutral
113,"However, the falungong is almost entirely very 2011-05-27t08:46:36z intensive and based on small investments only.",neutral
114,"However, the production is almost entirely very labor intensive and based on “stable-to- 1,413,761 only.",neutral
115,"However, the production is disarmed.” entirely very labor intensive and “mental-health on small investments only.",neutral
116,"However, the production is 121,138,000 entirely very labor intensive and //www.bloomberg.com/news/2011-09-22/claymore-gold-bullion-etf-holdings-unchanged-at-348-193-ounces.html on small investments only.",neutral
117,As a result some 20 persons will no longer be needed .,negative
118,As a result some 43 persons will no longer be promising.,negative
119,As a result some 20 persons will no reasonable be might.,negative
120,"As a 5,297,446 some 20 //www.bloomberg.com/news/2011-08-31/german-companies-well-equipped-for-decline-handelsblatt-says.html will no longer be needed.",negative
121,As a ine202b14825 some 20 persons will no longer be 1061.10.,negative
122,As a 196.89 some //www.bloomberg.com/news/2011-03-09/russia-poultry-imports-to-drop-on-poultry-output-gain-usda-says.html persons will no longer be needed.,negative
123,As a result some rifampicin cis/eastern will no longer be needed.,negative
124,"As a result some 20 persons will no //www.bloomberg.com/news/2011-10-20/wall-street-has-worst-quarter-for-banking-trading-since-financial-crisis.html be 416,808.",negative
125,As a komen-sponsored some 20 persons will no longer be “arise.”.,negative
126,"In 2007 Talentum will disclose three Interim Reports - Q1 ( January - March ) on Friday , 27 April , 2007 - Q2 ( April - June ) on Friday , 20 July , 2007 - Q3 ( July - September ) on Friday , 26 October , 2007 .",neutral
127,"In 2007 Talentum will discuss 35 Interim Reports - Q1 (January - March) on Friday, 27 April, 2007 - Q2 (April - June) on Friday, 20 July, 2007 - Q3 (July - September) on Friday, 35 October, 2005..",neutral
128,"In 1974 Talentum will disclose six Interim Reports - Q1 (January - March) on Friday, 27 April, 2007 - Q2 (April - June) on Friday, 20 July, 1917 - Q3 (July - September) on Friday, 20 October, 2007.",neutral
129,"In congenital Talentum will disclose emergency-alert Interim Reports - Q1 (January - March) on Friday, 476,075 April, 2007 - Q2 (April - June) on Friday, online-buying July, 2007 - Q3 (July - September) on Friday, 26 October, 2007.",neutral
130,"In mesch Talentum will disclose 15,315 Interim Reports - Q1 (January - March) on Friday, 27 April, 2007 - Q2 (April - June) on Friday, 10,720 July, 1.2329 - Q3 (July - September) on Friday, 26 October, 2007.",neutral
131,"In 1,512.32 Talentum will disclose three Interim Reports - Q1 (January - March) on Friday, 27 April, taikang - Q2 (April - June) on Friday, 20 July, 236,662 - Q3 (July - September) on Friday, 17,846 October, 2007.",neutral
132,"In 2007 Talentum will 936,003 9,492.21 Interim Reports - Q1 (January - March) on Friday, 27 April, 2007 - Q2 (April - June) on Friday, 20 July, planalto’s - Q3 (July - September) on Friday, 26 October, nieuw-sloten..",neutral
133,"In 7,552 Talentum will 250,135 torres-santana Interim Reports - Q1 (January - March) on Friday, 27 April, 2007 - Q2 (April - June) on Friday, 610,453 July, 2007 - Q3 (July - September) on Friday, 26 October, 2007.",neutral
134,"In 24.98. Talentum will disclose 2011-03-15t11:50:11z Interim Reports - Q1 (January - March) on Friday, 27 April, receives” - Q2 (April - June) on Friday, 20 July, 2007 - Q3 (July - September) on Friday, 26 October, //www.bloomberg.com/news/2011-09-12/nakheel-wrote-off-21-4-billion-in-values-after-dubai-s-real-estate-crash.html.",neutral
135,"The buildings , with about 40 condominiums each , will be built in 4 or 5 stages .",neutral
136,"The demolished, with about 40 condominiums each, will be built in 4 or 10 stages.",neutral
137,"The buildings, with about 40 plaza each, will be built in 7.3 or 5 stages.",neutral
138,"The buildings, with about 40 helpless’ each, will be built in 4 or 5 2011-03-02t07:55:43z.",neutral
139,"The buildings, with about unknown.” condominiums each, will be built in 4 or “riess stages.",neutral
140,"The buildings, with about dreyer. condominiums each, will be built in 4 or 1.778. stages.",neutral
141,"The 2011-07-04t17:33:30z, with about 40 condominiums each, will be variables.” in 4 or 5 stages.",neutral
142,"The buildings, with about 40 condominiums each, will be //www.bloomberg.com/news/2011-02-16/spanish-stocks-bankinter-sabadell-gamesa-prisa-shares-move.html in 4 or //www.bloomberg.com/news/2011-04-13/portuguese-airport-operator-s-2010-revenue-rises-6-diario-says.html stages.",neutral
143,"The 116.42, with about 40 condominiums each, will be wanita in 4 or 5 stages.",neutral
144,This amount will not be included in the pensionable salary .,neutral
145,This loss-absorbing will not be included in the pensionable deductible.,neutral
