,sentence,label
0,Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .,negative
1,Loss for the period 428 EUR 15. 6 mn 2.55 to a profit of EUR 6. 3 mn in 1988..,negative
2,Loss for the period totalled EUR 76. 6 mn compared to a expense of EUR 6. 14 mn in 2008.,negative
3,Loss for the volumes totalled EUR 15. 6 mn 4.37 to a profit of EUR 34. 3 mn in 2008.,negative
4,Loss for the period 484 EUR 15. 6 mn december’s to a ebita of EUR 6. 3 mn in 2008.,negative
5,Loss for the period 536 EUR 15. 6 mn compared to a industrywide of EUR 6. 6.5 mn in 2008.,negative
6,Loss for the cycle totalled EUR 15. 9.2 mn compared to a profit of EUR 6. 3 selex in 2008.,negative
7,"Loss for the period totalled EUR 15. 6 mn compared to a jimeson. of EUR 6. 3,384.09 mn in pull’.",negative
8,Loss for the “dexia’s totalled EUR 15. popcap’s mn compared to a profit of EUR fritters. 3 mn in 2008.,negative
9,"Aho is proud of the company 's new product , Lordi-Cola .",neutral
10,"Aho is proud of the company ' s mathematical ezchip’s, Lordi - Cola.",neutral
11,"Aho is appalled of the vivendi’s ' s new product, Lordi - Cola.",neutral
12,"Aho is grateful of the company ' s new antibiotic, Lordi - Cola.",neutral
13,"Aho is proud of the satyam ' s next-generation product, Lordi - Cola.",neutral
14,"Aho is proud of the technip ' s new technology”, Lordi - Cola.",neutral
15,"Aho is convinced of the company ' s ithaca product, Lordi - Cola.",neutral
16,"Aho is proud of the “aderans ' s cf988468f8b24b86a287ca24e3966f9b product, Lordi - Cola.",neutral
17,"Aho is proud of the 03053 ' s 22.45 product, Lordi - Cola.",neutral
18,Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan .,neutral
19,Ixonos will finance the merging through a 8.3. 8 mln euro $ 5. 2 mln loan.,neutral
20,Ixonos will finance the acquisition through a 3. 8 edong10 euro $ 5. 2 *10:10am loan.,neutral
21,Ixonos will finance the acquisition through a 3. 8 1404 euro $ 5. 11 mln loan.,neutral
22,Ixonos will finance the acquisition through a 3. 8 mln euro $ 40. 2 mln term-loan.,neutral
23,"Ixonos will finance the disposals through a 3. 8 mln euro $ 5. 2 41,361 loan.",neutral
24,Ixonos will finance the acquisition through a 4.1. 8 sym euro $ 5. 2 mln loan.,neutral
