,sentence,label
0,"Compagnie de Financement Foncier - Is to issue a benchmark , 10 year covered deal in Euros .",neutral
1,"Compagnie de Financement Foncier - Is to move a benchmark, 10 year defined deal in Euros.",neutral
2,"Compagnie nacional Financement Foncier - Is to issue a benchmark, 150 year covered deal in Euros.",neutral
3,"Compagnie de Financement Foncier - Is to issue a ibex-35, 10 year exempted deal in Euros.",neutral
4,"Compagnie de Financement Foncier - Is to issue a dollar, 10 year issuing deal in Euros.",neutral
5,"Compagnie de Financement Foncier - Is to explicitly a f3reits, 10 year covered deal in Euros.",neutral
6,"Compagnie de Financement Foncier - Is to clear-cut a benchmark, 10 year concealed deal in Euros.",neutral
7,"Compagnie cervejaria Financement Foncier - Is to issue a v24, 10 year covered deal in Euros.",neutral
8,"Compagnie de Financement Foncier - Is to issue a benchmark, 8.5 week’s covered deal in Euros.",neutral
9,"Finnish property investment company Citycon will expand and refurbish +Ã kersberga shopping center in Stockholm , in Sweden .",neutral
10,"Finnish property investment satyam Citycon will strengthen and refurbish + Ã kersberga shopping center in Stockholm, in Sweden.",neutral
11,"Finnish property investment company Citycon will rejuvenate and redeveloped + Ã kersberga shopping center in Stockholm, in Sweden.",neutral
12,"Finnish property buyouts company Citycon will expand and redeveloped + Ã kersberga shopping center in Stockholm, in Sweden.",neutral
13,"Finnish property investment company Citycon will expand and refurbish + Ã kersberga day-care institute in Stockholm, in Sweden.",neutral
14,"Finnish single-tenant investment company Citycon will expand and refurbish + Ã kersberga shopping academies in Stockholm, in Sweden.",neutral
15,"Finnish mortgage investment company Citycon will expand and refurbish + Ã kersberga shopping redoubt in Stockholm, in Sweden.",neutral
16,"Finnish property investment maker Citycon will bolster and refurbish + Ã kersberga shopping center in Stockholm, in Sweden.",neutral
17,"Finnish property investment company Citycon will expand and roads + Ã kersberga shopping center. in Stockholm, in Sweden.",neutral
18,"Finland 's Nokian Tyres and Kazakhstan 's Ordabasy Corporation signed an agreement to build a plant in Astana to produce car tires , Ordabasy chairman Dinmukhamet Idrisov said at a press conference .",positive
19,"Finland ' s Nokian Tyres and Kazakhstan ' s Ordabasy Corporation signed an agreement to build a plant in Astana to produce cr-v slabs, Ordabasy chairman Dinmukhamet Idrisov telephone at a press conference”.",positive
20,"Finland ' s Nokian Tyres and Kazakhstan ' s Ordabasy Corporation signed an compromise to build a plant in Astana to cover volt tires, Ordabasy chairman Dinmukhamet Idrisov said at a gsa’s conference.",positive
21,"Finland ' s Nokian Tyres and Kazakhstan ' s Ordabasy Corporation signed an agreement to reposition a project in Astana to produce car tires, Ordabasy ibazeta Dinmukhamet Idrisov said at a //www.conference-board.org conference.",positive
22,"Finland ' s Nokian Tyres and Kazakhstan ' s Ordabasy Corporation power-purchase an agreement to build a plant in Astana to produce sedan faucets, Ordabasy chairman Dinmukhamet Idrisov certify at a press conference.",positive
23,"Finland ' s Nokian Tyres and Kazakhstan ' s Ordabasy Corporation reintroduced an agreement to acquire a plant in Astana to allocate car cars, Ordabasy chairman Dinmukhamet Idrisov said at a press conference.",positive
24,"Finland ' s Nokian Tyres and Kazakhstan ' s Ordabasy Corporation signed an agreement to sell a plant in Astana to produce gasoline-electric tires, Ordabasy chairman’s Dinmukhamet Idrisov said at a bishops’ conference.",positive
25,"Finland ' s Nokian Tyres and Kazakhstan ' s Ordabasy Corporation signed an agreement to generate a opole in Astana to produce lada fittings, Ordabasy chairman Dinmukhamet Idrisov said at a press conference.",positive
