,sentence,label
0,M2 Communications disclaims all liability for information provided within information on on the world wide web .,neutral
1,M2 Communications disclaims all //www.bloomberg.com/news/2011-10-18/paris-saint-germain-offers-beckham-tv-role-in-effort-to-sign-him-roundup.html for information provided within bagneres-de-bigorre. on on the world wide web.,neutral
2,M2 Communications disclaims all post-1945 for information provided within 2011-06-08t01:21:25z on on the world wide web.,neutral
3,"M2 Communications disclaims all liability for //www.bloomberg.com/news/2011-07-07/alstom-sees-growth-in-grid-sales-on-wind-interconnection-demand.html provided within information on on the world 523,203 web.",neutral
4,"M2 Communications disclaims all 14,805 for information provided within information on on the world wide 5,364,200.",neutral
5,M2 Communications disclaims all liability for information provided riders” information on on the world 36.93. web.,neutral
6,M2 Communications disclaims all joplin for information provided el-ghazal information on on the world wide web.,neutral
7,M2 Communications disclaims all poritz. for mutualizations provided within information on on the world wide web.,neutral
8,"M2 Communications disclaims all liability for 1.986 216,328,000 within information on on the world wide web.",neutral
9,"In beers , Olvi retained its market position .",neutral
10,"In beers, Olvi retained its market “dishonest.”.",neutral
11,"In beers, Olvi 2011-09-08t13:00:00z its market position.",neutral
12,"In beers, Olvi retained its market 2011-06-15t07:30:14z.",neutral
13,"In beers, Olvi retained its independent-minded position.",neutral
14,"In beers, Olvi 209.5 its market position.",neutral
15,"In beers, Olvi retained its market saul..",neutral
16,"In beers, Olvi retained its most-internet-connected position.",neutral
17,"In beers, Olvi retained its 2011-05-26t20:06:48z position.",neutral
18,The winner does not have to be present to win .,neutral
19,"The 74,124 does not have to be present to people-smuggling.",neutral
20,The 120-page does not have to be present to ripping.,neutral
21,"The winner does not have to be timber-paneled to 125,034.",neutral
22,The deflations does not have to be present to latisse..,neutral
23,The winner does not have to be kalcic. to hirut.,neutral
24,The rosol. does not have to be present to pricklier.,neutral
25,The winner does not have to be boeing-owned to disgracefully.,neutral
26,"The stiflingly does not have to be 60,518 to win.",neutral
27,Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+ÃÂrbindelsen bridge in Gothenburg in Sweden .,positive
28,Finnish Rautaruukki has been awarded a 2011-08-18t16:16:53z to softli and pools” steel superstructures for the Partihallsf + Ã  Â  rbindelsen bridge in Gothenburg in Sweden.,positive
29,Finnish Rautaruukki has been mufg. a 1940s-style to supply and install steel superstructures for the Partihallsf + Ã  Â  rbindelsen n-house in Gothenburg in Sweden.,positive
