,Unnamed: 0,sentence,label
0,0,"For the current year , Raute expects its net sales to increase and the operating result -- to be positive .",positive
1,795,The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,negative
2,169,"OVA Press has a 60 % stake in the joint venture , while IMSM holds a 40 % stake .",neutral
3,534,Basware Einvoices Oy will be merged into the parent company during the present fiscal period .,neutral
4,964,"Profit per share was EUR 1.03 , up from EUR 0.87 .",positive
5,876,"In Finland , Sampo Bank , now part of the Danske Bank group , will lay off staff from the administrative and support functions .",negative
6,173,The Group 's revenue in 2008 amounted to EUR 94 million and the company currently employs approximately 730 people .,neutral
7,628,"` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab .",positive
8,342,Business boomed after Ostrom helped plant a small story about Rapala lures in a Life magazine issue that featured Marilyn Monroe on the cover .,positive
9,367,21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,positive
10,172,The effect of the savings will be noticeable from the beginning of 2010 .,neutral
11,906,"`` We continued actively to focus R&D and to position our offering away from point solutions towards dynamic end-to-end solutions , '' Ervio stated .",positive
12,969,"However , the production is almost entirely very labor intensive and based on small investments only .",neutral
13,22,As a result some 20 persons will no longer be needed .,negative
14,613,"In 2007 Talentum will disclose three Interim Reports - Q1 ( January - March ) on Friday , 27 April , 2007 - Q2 ( April - June ) on Friday , 20 July , 2007 - Q3 ( July - September ) on Friday , 26 October , 2007 .",neutral
15,452,"The buildings , with about 40 condominiums each , will be built in 4 or 5 stages .",neutral
16,866,This amount will not be included in the pensionable salary .,neutral
17,505,It is a disappointment to see the plan folded .,negative
18,786,Ramirent is the leading construction machinery rental company in Finland with annual sales of EUR 134 million in 2009 and operating nationwide through 83 outlets and 612 employees .,positive
19,537,"`` We are proud to welcome another distribution facility to north Mississippi and the region known as the logistics center of the United States , '' said Gray Swoope , executive director of MDA .",positive
20,399,"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012 .",neutral
21,456,Net sales fell by 5 % from the previous accounting period .,negative
22,90,For the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the Trade Register .,neutral
23,252,Unilever 's Turun Sinappi that is made in Sweden holds 40 % of the market .,neutral
24,676,"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago .",negative
25,775,The use case dramatically narrows if you go only with the hot s Ltd.,neutral
26,97,"Proving that good cellphone design is truly a work of art , the website for the Nokia 6131 provides a colorful canvas for the expression of mobile-inspired sentiments .",positive
27,631,"So , at the present time Nokian tires had the contract of tires production in China .",neutral
28,323,Nokia and Elisa will work together to bring a superior mobile gaming experience for Elisa customers .,positive
29,836,"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn .",neutral
30,60,"Nokia bought Chicago-based Navteq in 2008 , acquiring a maps database to compete with Google s maps as well as with navigation device companies such as TomTom NV and Garmin Ltd. .",positive
31,843,"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .",positive
32,832,"ALEXANDRIA , Va. , Oct. 6 -- United States Patent no. 7,804,288 , issued on Sept. 28 , was assigned to Vacon Oyj ( Vaasa , Finland ) .",neutral
33,392,"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told .",negative
34,576,Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,negative
35,81,The announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for Texas Instrument chips which use Qualcomm-patented technology .,negative
36,201,"For Teleste , the acquisition marks an entry into services business in a market where it has long been an established and significant supplier of products .",positive
37,596,"Ragutis , which is based in Lithuania 's second-largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters .",positive
38,949,Halonen 's office acknowledged receiving the letter but declined comment .,neutral
39,558,"`` I 'm happy with the outcome , '' Sneed said after the hearing .",positive
40,851,"Honkarakenne also decided yesterday to sell 88,500 of its B-series shares to key staff members for EUR 2.90 per share .",neutral
41,131,"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",negative
42,719,"LKAB , headquartered in Lulea , Sweden , is a high-tech mining company producing upgraded iron ore products for the steel industry .",neutral
43,306,"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria .",positive
44,647,"The Group 's turnover in 2006 was EUR 39.2 million , and operating profit was EUR 3.9 million .",neutral
45,571,The company said that its comparable operating profit for the January-June period fell short of last year 's corresponding performance .,negative
46,741,The European Central Bank ECB is anticipated to raise its benchmark interest rate in the second half of 2011 at the earliest .,neutral
47,438,Poyry is recognized as one of the world 's leading advisors to the global forestry industry .,positive
48,415,Aviation Systems Maintenance is based in Kansas and generated net sales of USD 2.6 million for 2008 .,neutral
49,835,The estimated annual value of the frame agreement is about EUR 50mn .,neutral
50,397,"Aldata Solution Oyj Stock Exchange Release 11 August 2006 , at 11.00 am ALDATA SHARES SUBSCRIBED FOR WITH 2003 STOCK OPTIONS A total of 95,000 new shares of Aldata Solution Oyj have been subscribed for with the company 's 2003A stock options .",neutral
51,710,Neste Oil will offer outplacement services to the 111 employees to be reduced .,neutral
52,491,The value of the orders is about EUR 25mn .,neutral
53,970,"Initially , the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries .",negative
54,156,"According to statistics by the Finnish Maritime Administration , shipping did not increase much in January-August 2009 , however .",neutral
55,480,The stock rose for a third day on Tuesday bringing its three-day rise to GBX10 .50 or 1.8 % .,positive
56,327,Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago .,positive
57,435,Previously the company has estimated its operating profit to reach the level of 2005 only .,positive
58,509,CapMan made its initial investment in OneMed in June 2006 .,neutral
59,962,A PLUMBING business has announced it is sponsoring a professional darts player .,neutral
60,582,"Finnish financial software developer Basware Oyj said today it will provide its invoice automation ( IA ) solution to an unnamed major retail company in the USA in a deal , worth more than EUR300 ,000 .",positive
61,928,The carrier said its Area travel agency is to sell most of its outlets to sister chain Suomen Matkatoimisto (SMT)and use its remaining bricks-and-mortar presence to primarily target business customers going forward .,neutral
62,933,"Following the move , Stora Enso holding in NewPage will remain unchanged .",neutral
63,723,The price will be specified at the completion date .,neutral
64,567,"The StoneGate product family was designed to provide the full benefits of a unified management system including shared logging , reporting and auditing .",neutral
65,133,`` BG Crane has been a strong partner for Hiab in Australia for many years .,neutral
66,939,"O'Leary 's Material Handling Services , located in Perth , is the leading company in Western Australia that supplies , installs and provides service for tail lifts .",positive
67,575,Layoffs will also take place at the Suomussalmi and Kuhmo plants this autumn as a result of codetermination negotiations held there .,negative
68,671,It has80 branches in Finland with annual revenue in Finland of ?,neutral
69,909,The company operates power plants in the Tyumen and Chelyabinsk regions and in the Khanty-Mansi Autonomous District .,neutral
70,15,"Country : , Finland Sector : Construction-Real Estate Target : Pohjolan Design-Talo Oy Buyer : CapMan Oyj Vendor : Ruukki Group Oyj Deal size in USD : 102.6 m Type : Divestment Status : Agreed",neutral
71,988,"18 May 2010 - Finnish electronics producer Elcoteq SE HEL : ELQAV said today that it has signed an extensive cooperation agreement on industrialisation , manufacturing , distribution and after-market services for mobile phones with Japan 's Sharp TYO : 6753 .",positive
72,259,Operating profit rose to EUR 4.7 mn from EUR 3.6 mn .,positive
73,206,"`` The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said .",negative
74,839,"Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml .",neutral
75,539,"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume .",negative
76,588,"The broad-based WIG index ended Thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip WIG20 was 1.13 down at 3,687.15 pts .",neutral
77,170,"Raute posted a net profit of 1.8 mln euro $ 2.6 mln for the third quarter of 2007 , compared to a net loss of 299,000 euro $ 430,000 for the corresponding period of 2006 .",positive
78,219,"Finnair expands : Finnair plans to add more flights on routes to Hong Kong , India and Russia .",positive
79,525,"Janis Arbidans , CEO of YIT Celtnieciba , said the company was focusing on housing and real estate development market .",neutral
80,633,"The Finnish supplier of BSS-OSS and VAS for telecom operators , Tecnotree , has received expansion orders worth a total US$ 7.3 mn for its convergent charging and next generation messaging solutions in Latin America , the company announced without specifying which operators had placed the orders .",positive
81,37,"Order intake grew by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods .",positive
82,230,"According to Tyrv+ÃÂ±inen 's estimation , Japan is a very essential location in terms of Finnair 's Asian strategy .",neutral
83,376,TietoEnator signed an agreement to acquire Indian research and development ( R&D ) services provider and turnkey software solutions developer Fortuna Technologies Pvt. Ltd. for 21 mln euro ( $ 30.3 mln ) in September 2007 .,neutral
84,494,"The ten year rent contract with the right of prolongation on the existing terms , was signed between Stockmann and the owner of the shopping center in 1998 .",neutral
85,999,One of the largest projects of the magazine division of SanomaWSOY - Sanoma Magazines International in 2006 became launch of the Russian magazine Gloriya .,neutral
86,725,"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .",positive
